SnapshotID,HospitalID,DeptID,SnapshotDate,BedOccupancyRate,EquipmentUtilizationRate,StaffUtilizationRate,ERWaitTimeMinutes
514,8,60,2024-05-27,0.78,0.43,0.62,11
515,1,4,2022-01-08,0.73,0.59,0.87,11
516,1,5,2021-07-20,0.67,0.17,0.37,1
517,8,57,2022-01-24,0.87,0.22,0.75,19
518,10,74,2023-12-28,0.88,0.34,0.8,3
519,4,29,2021-09-11,0.39,0.24,0.33,6
520,5,35,2024-09-18,0.49,0.73,0.53,36
521,5,40,2021-04-23,0.81,0.67,0.8,9
522,3,17,2021-01-20,0.52,0.12,0.42,9
523,1,8,2020-02-27,0.62,0.69,0.8,26
524,6,43,2023-05-26,0.81,0.68,0.55,31
525,9,68,2024-11-28,0.22,0.74,0.89,7
526,5,40,2020-11-16,0.73,0.24,0.71,51
527,10,74,2022-03-06,0.48,0.22,0.7,9
528,5,37,2023-10-07,0.92,0.5,0.71,14
529,5,37,2023-12-06,0.27,0.2,0.51,1
530,7,49,2021-12-19,0.88,0.72,0.88,10
531,10,80,2020-02-22,0.64,0.68,0.6,28
532,9,70,2022-04-03,0.61,0.34,0.46,7
533,3,23,2024-12-06,0.85,0.1,0.4,3
534,9,72,2024-09-10,0.44,0.89,0.69,96
535,4,30,2020-08-29,0.4,0.62,0.54,6
536,9,71,2020-01-13,0.63,0.55,0.94,17
537,4,27,2021-09-23,0.36,0.24,0.5,11
538,10,77,2021-11-28,0.65,0.47,0.74,48
539,3,22,2022-07-21,0.64,0.15,0.91,46
540,10,77,2021-11-16,0.35,0.6,0.93,37
541,6,44,2020-10-16,0.63,0.66,0.76,9
542,7,53,2025-10-18,0.85,0.12,0.76,47
543,2,11,2025-04-14,0.44,0.64,0.71,24
544,6,44,2022-05-21,0.22,0.49,0.79,22
545,5,36,2022-08-11,0.57,0.78,0.73,37
546,3,21,2024-11-27,0.61,0.18,0.71,71
547,2,13,2021-12-26,0.67,0.11,0.9,32
548,4,29,2023-11-09,0.9,0.7,0.92,4
549,6,43,2023-08-02,0.48,0.21,0.57,25
550,1,5,2024-12-24,0.5,0.5,0.39,141
551,2,10,2021-10-06,0.3,0.72,0.82,26
552,2,16,2023-05-09,0.32,0.79,0.7,25
553,2,16,2024-05-11,0.52,0.16,0.71,8
554,9,65,2020-12-16,0.99,0.11,0.38,6
555,7,49,2023-08-11,0.31,0.68,0.49,7
556,8,63,2021-10-25,0.61,0.22,0.52,129
557,3,17,2024-11-20,0.97,0.49,0.32,3
558,7,56,2024-10-23,0.27,0.7,0.57,62
559,10,73,2024-05-24,0.39,0.24,0.54,63
560,3,20,2025-08-29,0.44,0.26,0.57,4
561,1,3,2021-07-11,0.24,0.7,0.45,199
562,9,70,2021-06-30,0.25,0.68,0.95,74
563,6,46,2021-02-11,0.51,0.13,0.74,55
564,3,20,2021-09-30,0.38,0.5,0.55,30
565,3,21,2022-03-21,0.71,0.35,0.43,60
566,1,4,2024-02-19,0.67,0.91,0.67,206
567,9,72,2024-10-31,0.23,0.89,0.45,3
568,10,77,2021-11-05,0.45,0.47,0.57,27
569,2,16,2025-03-08,0.21,0.79,0.32,22
570,7,50,2020-05-25,0.46,0.62,0.53,1
571,6,41,2025-05-26,0.34,0.75,0.61,21
572,8,61,2024-05-28,0.39,0.39,0.92,13
573,4,25,2025-09-17,0.36,0.82,0.86,8
574,1,7,2024-12-24,0.5,0.4,0.49,36
575,2,14,2021-07-20,0.59,0.86,0.34,7
576,10,78,2025-07-30,0.85,0.61,0.47,32
577,5,35,2022-05-11,0.3,0.78,0.55,13
578,2,9,2024-10-15,0.29,0.72,0.41,46
579,8,58,2021-10-06,0.8,0.76,0.8,60
580,6,42,2025-05-31,0.28,0.43,0.77,23
581,3,23,2025-08-02,0.52,0.16,0.72,114
582,3,17,2023-06-12,0.31,0.85,0.76,40
583,3,18,2025-04-19,0.64,0.76,0.55,116
584,1,5,2025-04-20,0.63,0.6,0.66,4
585,10,73,2022-01-25,0.96,0.41,0.64,17
586,8,61,2023-10-14,0.51,0.21,0.74,1
587,1,4,2025-02-13,0.61,0.81,0.92,21
588,7,54,2021-03-14,0.9,0.25,0.37,27
589,5,34,2023-02-10,0.54,0.91,0.59,25
590,8,57,2025-05-05,0.29,0.15,0.63,28
591,8,59,2020-08-27,0.69,0.1,0.72,39
592,2,13,2024-11-17,0.72,0.44,0.45,3
593,9,70,2022-11-19,0.36,0.7,0.58,24
594,4,25,2025-10-04,0.59,0.25,0.53,46
595,5,36,2023-02-20,0.46,0.63,0.63,7
596,1,3,2025-09-02,0.93,0.24,0.87,57
597,6,48,2025-02-14,0.23,0.95,0.68,60
598,4,30,2021-04-16,0.48,0.31,0.33,38
599,5,36,2020-08-07,0.93,0.9,0.3,5
600,10,74,2020-03-30,0.29,0.45,0.92,3
601,4,25,2024-08-14,0.94,0.34,0.32,5
602,3,24,2020-12-23,0.3,0.7,0.77,3
603,3,21,2021-04-04,0.73,0.87,0.53,41
604,4,26,2020-07-21,0.51,0.73,0.5,68
605,6,48,2020-10-23,0.88,0.16,0.82,7
606,10,80,2021-06-16,0.62,0.79,0.7,196
607,10,74,2023-07-27,0.57,0.32,0.45,65
608,9,72,2023-03-11,0.56,0.87,0.56,34
609,8,64,2023-01-11,0.72,0.1,0.56,62
610,2,15,2020-05-21,0.43,0.29,0.95,8
611,10,78,2021-09-14,0.98,0.91,0.49,12
612,7,54,2024-06-14,0.54,0.5,0.66,6
613,5,34,2022-02-22,0.88,0.76,0.91,36
614,3,21,2025-10-22,0.94,0.66,0.93,6
615,4,25,2025-07-07,0.98,0.73,0.63,2
616,3,22,2025-10-29,0.48,0.18,0.56,5
617,10,74,2022-08-16,0.39,0.62,0.84,16
618,2,16,2024-09-23,0.94,0.62,0.68,11
619,4,30,2022-09-30,0.74,0.34,0.81,3
620,7,52,2020-10-01,0.54,0.31,0.53,9
621,7,53,2022-08-07,0.42,0.59,0.71,18
622,2,13,2024-07-30,0.31,0.3,0.33,127
623,1,2,2021-07-17,0.59,0.85,0.64,24
624,2,12,2022-10-10,0.57,0.1,0.45,30
625,7,51,2020-05-08,0.82,0.21,0.75,7
626,9,72,2021-05-14,0.26,0.16,0.76,42
627,2,12,2022-02-14,0.91,0.37,0.55,43
628,5,37,2022-02-22,0.47,0.45,0.79,4
629,2,11,2021-07-18,0.43,0.44,0.72,43
630,6,46,2020-06-10,0.85,0.23,0.84,30
631,2,10,2024-04-01,0.22,0.11,0.91,61
632,5,34,2021-07-27,0.37,0.71,0.44,25
633,8,64,2020-05-03,0.76,0.15,0.4,8
634,10,79,2024-10-13,0.59,0.81,0.58,13
635,10,77,2024-08-12,0.42,0.95,0.61,32
636,9,67,2025-01-25,0.82,0.23,0.39,9
637,2,14,2020-05-22,0.57,0.68,0.38,19
638,3,24,2022-02-02,0.65,0.31,0.71,29
639,5,34,2024-02-03,0.62,0.58,0.7,6
640,4,29,2024-12-03,0.32,0.15,0.88,48
641,7,53,2025-01-01,0.48,0.8,0.7,3
642,7,51,2023-06-11,0.61,0.13,0.56,10
643,1,2,2023-11-02,0.63,0.58,0.84,15
644,10,74,2021-10-30,0.45,0.66,0.46,18
645,3,21,2021-11-03,0.7,0.3,0.33,37
646,8,63,2021-03-26,0.31,0.15,0.69,18
647,4,29,2024-04-27,0.56,0.18,0.52,59
648,3,22,2020-06-25,0.4,0.5,0.61,0
649,3,24,2025-07-03,0.72,0.2,0.76,12
650,5,37,2020-01-29,0.88,0.48,0.44,12
651,10,78,2022-11-02,0.89,0.49,0.58,11
652,8,58,2023-12-22,0.58,0.5,0.68,17
653,1,5,2020-12-31,0.56,0.75,0.38,4
654,4,28,2024-07-14,0.38,0.35,0.43,36
655,9,68,2020-11-21,0.69,0.28,0.53,29
656,6,45,2021-08-02,0.9,0.8,0.54,16
657,10,74,2022-12-25,0.84,0.78,0.54,47
658,5,38,2023-07-20,0.93,0.86,0.32,8
659,9,71,2022-06-11,0.95,0.15,0.37,47
660,7,52,2020-08-21,0.59,0.43,0.73,5
661,5,39,2020-05-24,0.64,0.18,0.73,9
662,7,51,2021-04-06,0.26,0.87,0.91,4
663,9,67,2021-04-02,0.81,0.65,0.71,36
664,2,10,2025-03-29,0.94,0.91,0.32,78
665,3,17,2023-10-25,0.93,0.82,0.36,5
666,3,20,2025-06-15,0.87,0.69,0.55,73
667,7,50,2024-06-19,0.46,0.26,0.43,34
668,8,62,2024-08-20,0.47,0.84,0.74,11
669,1,5,2022-02-28,0.72,0.71,0.67,11
670,9,66,2021-10-23,0.33,0.89,0.34,56
671,3,20,2025-03-14,0.38,0.46,0.89,12
672,1,8,2024-12-05,0.8,0.17,0.94,65
673,10,78,2022-07-05,0.64,0.61,0.58,37
674,8,63,2024-10-11,0.3,0.87,0.88,10
675,5,37,2023-10-29,0.24,0.68,0.37,13
676,8,64,2021-11-26,0.98,0.81,0.72,64
677,9,71,2025-04-22,0.53,0.88,0.43,37
678,6,47,2023-02-25,0.9,0.35,0.47,8
679,8,61,2024-12-08,0.34,0.42,0.84,1
680,7,53,2021-03-07,0.81,0.19,0.72,58
681,1,6,2021-08-21,0.79,0.59,0.77,72
682,4,25,2023-10-08,0.61,0.6,0.71,43
683,10,77,2023-05-08,0.53,0.66,0.7,55
684,5,36,2023-07-18,0.94,0.16,0.51,2
685,5,35,2022-07-13,0.8,0.36,0.72,47
686,6,48,2025-01-24,0.53,0.58,0.4,4
687,3,18,2022-10-20,0.88,0.31,0.9,18
688,4,30,2022-10-09,0.89,0.88,0.4,33
689,7,55,2023-12-03,0.47,0.15,0.89,5
690,3,23,2020-07-07,0.71,0.87,0.59,7
691,9,66,2020-08-21,0.82,0.66,0.67,33
692,2,9,2024-02-25,0.56,0.43,0.95,65
693,9,70,2023-07-29,0.21,0.27,0.35,27
694,7,49,2021-05-06,0.59,0.81,0.82,14
695,5,33,2021-10-27,0.4,0.24,0.69,22
696,4,27,2024-04-22,0.73,0.91,0.6,3
697,7,56,2023-01-15,0.24,0.83,0.87,44
698,5,40,2025-10-12,0.4,0.72,0.61,0
699,9,70,2025-04-15,0.22,0.37,0.31,25
700,8,58,2021-09-26,0.7,0.83,0.37,15
701,7,54,2023-11-18,0.73,0.25,0.91,37
702,6,43,2023-03-10,0.96,0.95,0.94,6
703,4,31,2024-05-13,0.4,0.72,0.4,8
704,3,22,2021-08-25,0.46,0.54,0.81,13
705,8,64,2021-09-07,0.4,0.19,0.88,0
706,2,16,2023-07-26,0.7,0.5,0.53,0
707,2,10,2020-10-07,0.39,0.49,0.85,0
708,10,73,2023-11-23,0.98,0.71,0.63,56
709,10,80,2024-12-15,0.44,0.72,0.67,18
710,2,10,2022-08-01,0.48,0.53,0.84,30
711,5,34,2025-06-04,0.74,0.88,0.5,37
712,4,25,2022-09-17,0.51,0.79,0.9,3
713,6,41,2024-12-26,0.58,0.9,0.85,63
714,5,37,2025-03-31,0.33,0.44,0.85,7
715,8,62,2024-12-19,0.25,0.9,0.44,55
716,10,80,2021-06-15,0.54,0.82,0.32,24
717,2,13,2023-07-08,0.48,0.66,0.84,9
718,1,6,2020-09-03,0.71,0.72,0.37,4
719,10,78,2021-12-30,0.75,0.92,0.94,57
720,5,39,2021-10-30,0.49,0.32,0.53,5
721,3,23,2022-08-17,0.55,0.63,0.58,35
722,8,61,2021-04-09,0.47,0.92,0.64,26
723,5,35,2021-04-20,0.48,0.45,0.62,58
724,1,7,2025-03-28,0.38,0.24,0.85,33
725,4,32,2022-02-10,0.88,0.88,0.44,4
726,6,46,2022-09-11,0.38,0.36,0.32,8
727,8,64,2022-04-26,0.26,0.54,0.34,19
728,6,46,2023-03-08,0.87,0.53,0.42,2
729,5,39,2022-10-24,0.53,0.52,0.48,27
730,7,56,2024-03-08,0.49,0.54,0.84,3
731,6,42,2021-02-20,0.41,0.78,0.31,32
732,6,42,2024-07-04,0.34,0.42,0.54,7
733,7,50,2025-01-18,0.98,0.89,0.62,37
734,10,73,2020-01-19,0.41,0.36,0.84,14
735,6,48,2022-07-20,0.88,0.57,0.68,36
736,4,30,2020-12-23,0.56,0.12,0.67,24
737,6,47,2020-05-17,0.36,0.86,0.38,0
738,9,66,2023-08-28,0.81,0.82,0.74,32
739,3,20,2020-04-30,0.35,0.58,0.36,3
740,10,75,2020-04-07,0.77,0.54,0.49,16
741,10,78,2023-12-09,0.85,0.67,0.62,22
742,3,18,2021-09-28,0.38,0.37,0.44,24
743,4,26,2024-09-16,0.28,0.69,0.7,21
744,6,48,2025-04-19,0.9,0.34,0.94,0
745,9,68,2023-05-13,0.59,0.39,0.8,102
746,3,21,2021-07-21,0.64,0.66,0.68,29
747,1,4,2025-01-25,0.78,0.86,0.61,18
748,6,43,2022-03-06,0.83,0.57,0.6,39
749,9,67,2024-07-30,0.67,0.6,0.41,6
750,7,54,2024-12-31,0.84,0.19,0.35,3
751,8,64,2021-09-08,0.73,0.63,0.64,0
752,3,21,2021-07-09,0.35,0.7,0.88,41
753,4,27,2021-03-13,0.27,0.65,0.91,25
754,10,79,2022-11-05,0.86,0.14,0.84,14
755,10,79,2021-09-29,0.35,0.66,0.49,6
756,5,37,2023-09-30,0.29,0.39,0.91,26
757,1,8,2022-01-13,0.98,0.73,0.39,44
758,5,40,2020-07-10,0.32,0.43,0.42,11
759,7,54,2020-11-19,0.74,0.61,0.85,42
760,1,5,2021-01-05,0.68,0.88,0.59,1
761,10,74,2022-06-16,0.53,0.49,0.81,9
762,6,41,2025-07-26,0.98,0.95,0.67,1
763,3,22,2021-09-01,0.65,0.29,0.68,9
764,9,65,2025-10-24,0.53,0.23,0.5,67
765,7,50,2020-08-23,0.51,0.26,0.77,15
766,1,3,2024-09-01,0.48,0.75,0.82,42
767,7,51,2020-03-17,0.55,0.18,0.6,12
768,2,14,2023-09-26,0.56,0.21,0.37,3
769,10,75,2021-02-13,0.53,0.37,0.81,37
770,3,21,2021-02-25,0.71,0.85,0.82,7
771,6,47,2021-08-27,0.66,0.93,0.73,63
772,6,41,2024-10-28,0.73,0.16,0.57,20
773,1,6,2023-06-25,0.81,0.72,0.94,15
774,9,68,2020-02-25,0.97,0.58,0.47,7
775,1,5,2024-09-20,0.62,0.34,0.76,53
776,1,4,2020-01-30,0.96,0.85,0.49,16
777,6,46,2022-02-07,0.6,0.82,0.53,30
778,10,80,2024-04-19,0.64,0.47,0.41,10
779,2,9,2023-06-28,0.42,0.49,0.38,91
780,2,11,2020-10-14,0.8,0.29,0.53,9
781,9,69,2025-06-10,0.82,0.19,0.65,15
782,3,17,2021-05-10,0.43,0.27,0.48,19
783,6,48,2023-04-27,0.99,0.78,0.65,58
784,1,5,2024-03-21,0.4,0.24,0.38,28
785,6,45,2023-11-24,0.89,0.7,0.47,11
786,2,16,2024-05-15,0.27,0.37,0.84,111
787,2,10,2021-08-14,0.77,0.81,0.9,5
788,2,15,2020-07-17,0.22,0.57,0.45,2
789,6,44,2020-04-22,0.25,0.44,0.63,0
790,1,6,2021-09-29,0.51,0.9,0.92,10
791,8,64,2024-04-24,0.58,0.19,0.65,10
792,7,53,2023-09-18,0.46,0.44,0.75,15
793,5,35,2022-07-22,0.83,0.95,0.82,5
794,7,50,2023-09-27,0.86,0.84,0.6,7
795,4,30,2021-08-18,0.9,0.46,0.41,47
796,8,57,2022-01-21,0.51,0.13,0.56,7
797,5,33,2020-04-28,0.26,0.71,0.63,31
798,10,80,2021-02-20,0.53,0.68,0.4,89
799,3,17,2021-11-28,0.73,0.19,0.65,27
800,2,9,2023-10-25,0.75,0.23,0.39,23
801,5,36,2024-09-23,0.42,0.3,0.83,30
802,8,58,2023-09-30,0.59,0.44,0.65,2
803,5,34,2025-05-19,0.5,0.67,0.3,15
804,9,68,2024-10-22,0.71,0.9,0.81,0
805,3,21,2024-09-26,0.93,0.9,0.35,53
806,6,42,2023-10-01,0.84,0.43,0.64,129
807,7,54,2021-03-06,0.81,0.64,0.81,0
808,3,20,2020-05-13,0.59,0.69,0.92,36
809,4,26,2022-06-11,0.66,0.3,0.49,33
810,3,20,2024-02-07,0.54,0.89,0.84,8
811,9,72,2025-06-26,0.69,0.5,0.45,57
812,2,12,2021-06-12,0.54,0.55,0.86,25
813,4,30,2021-07-15,0.33,0.66,0.56,16
814,9,65,2021-03-30,0.96,0.36,0.7,24
815,1,2,2020-03-23,0.66,0.59,0.93,32
816,8,61,2021-12-01,0.87,0.5,0.85,76
817,3,20,2022-03-08,0.53,0.49,0.51,19
818,7,52,2022-02-22,0.74,0.14,0.51,53
819,8,59,2025-09-21,0.36,0.83,0.35,70
820,5,38,2023-03-27,0.23,0.2,0.58,23
821,8,58,2022-02-01,0.31,0.37,0.36,9
822,7,53,2022-02-21,0.55,0.81,0.7,90
823,6,44,2022-02-08,0.44,0.13,0.76,19
824,2,13,2020-07-12,0.81,0.19,0.74,10
825,1,3,2021-08-22,0.49,0.8,0.53,46
826,10,80,2022-08-31,0.68,0.52,0.9,174
827,1,3,2023-03-23,0.82,0.52,0.55,3
828,2,11,2023-08-01,0.88,0.79,0.6,11
829,3,17,2020-11-29,0.46,0.67,0.71,17
830,10,74,2023-07-07,0.95,0.65,0.43,24
831,8,62,2021-06-26,0.59,0.23,0.59,63
832,3,21,2021-06-25,0.76,0.68,0.71,44
833,7,51,2021-07-29,0.34,0.24,0.91,61
834,10,74,2024-02-22,0.86,0.59,0.89,36
835,7,50,2022-12-18,0.24,0.43,0.67,6
836,6,45,2024-09-11,0.52,0.17,0.81,53
837,1,6,2023-07-27,0.97,0.51,0.64,41
838,2,15,2023-12-12,0.65,0.39,0.41,3
839,4,29,2023-02-16,0.82,0.74,0.3,20
840,6,47,2021-06-08,0.91,0.62,0.58,3
841,3,22,2021-03-03,0.54,0.88,0.68,25
842,9,72,2023-02-14,0.83,0.76,0.41,23
843,5,35,2025-09-07,0.69,0.28,0.68,27
844,3,24,2022-02-05,0.53,0.53,0.36,74
845,2,9,2023-10-02,0.85,0.39,0.6,24
846,6,45,2022-08-02,0.87,0.22,0.92,6
847,5,40,2024-11-21,0.28,0.47,0.4,28
848,7,54,2024-10-07,0.57,0.4,0.45,11
849,4,30,2021-11-23,0.7,0.69,0.85,60
850,7,53,2024-10-26,0.34,0.94,0.61,3
851,9,67,2022-08-31,0.25,0.83,0.82,5
852,8,63,2022-12-23,0.59,0.83,0.76,3
853,3,19,2020-10-16,0.59,0.33,0.88,16
854,6,43,2025-03-11,0.45,0.18,0.76,9
855,1,4,2023-05-10,0.62,0.94,0.63,24
856,1,6,2023-12-01,0.81,0.41,0.66,7
857,5,35,2023-04-18,0.63,0.37,0.75,15
858,8,61,2021-05-21,0.86,0.53,0.44,47
859,10,80,2022-01-03,0.71,0.53,0.62,16
860,3,17,2020-11-20,0.86,0.65,0.79,24
861,4,27,2023-11-01,0.52,0.65,0.49,31
862,2,10,2023-12-02,0.35,0.64,0.36,38
863,4,26,2022-02-25,0.3,0.35,0.62,44
864,7,56,2022-03-31,0.66,0.52,0.9,41
865,3,21,2023-06-04,0.53,0.74,0.55,63
866,10,78,2021-09-26,0.62,0.66,0.71,39
867,3,24,2022-12-07,0.85,0.19,0.8,6
868,5,33,2020-08-29,0.64,0.74,0.82,30
869,6,45,2024-06-24,0.8,0.31,0.46,11
870,3,20,2025-07-04,0.3,0.45,0.74,11
871,4,30,2021-06-23,0.89,0.31,0.38,10
872,9,70,2025-01-05,0.83,0.42,0.5,7
873,10,80,2022-07-17,0.46,0.8,0.34,6
874,8,64,2024-10-31,0.63,0.48,0.85,17
875,3,20,2025-10-15,0.75,0.72,0.85,0
876,10,77,2023-11-01,0.56,0.12,0.86,8
877,9,72,2024-08-27,0.21,0.64,0.45,83
878,8,58,2024-08-01,0.29,0.67,0.72,16
879,10,74,2021-06-10,0.43,0.59,0.43,10
880,5,33,2025-06-19,0.23,0.74,0.32,57
881,4,27,2020-10-30,0.93,0.43,0.54,55
882,1,1,2025-04-03,0.93,0.29,0.79,0
883,7,56,2023-12-30,0.94,0.37,0.6,18
884,7,56,2023-05-30,0.89,0.41,0.56,7
885,5,35,2022-01-19,0.44,0.51,0.36,17
886,10,73,2024-08-12,0.94,0.15,0.62,24
887,4,27,2021-12-27,0.83,0.79,0.94,23
888,3,17,2022-06-13,0.88,0.54,0.63,58
889,4,29,2023-11-05,0.6,0.33,0.7,58
890,3,22,2021-11-25,0.96,0.89,0.58,28
891,5,34,2024-12-01,0.49,0.9,0.83,30
892,2,11,2020-07-25,0.21,0.21,0.78,19
893,8,58,2023-09-12,0.98,0.66,0.67,18
894,4,31,2023-01-24,0.42,0.12,0.34,28
895,5,33,2022-01-24,0.79,0.77,0.71,30
896,6,45,2021-12-19,0.35,0.44,0.57,26
897,8,61,2024-05-26,0.44,0.1,0.59,17
898,1,1,2023-05-09,0.68,0.36,0.94,37
899,6,44,2023-10-19,0.91,0.34,0.8,1
900,3,21,2024-04-22,0.26,0.44,0.33,94
901,8,57,2025-04-06,0.37,0.72,0.83,4
902,4,27,2022-04-30,0.31,0.18,0.51,112
903,10,76,2022-09-09,0.6,0.64,0.84,26
904,6,42,2024-11-21,0.98,0.91,0.59,4
905,1,6,2022-05-18,0.76,0.38,0.4,0
906,2,10,2023-05-16,0.59,0.67,0.92,38
907,5,35,2025-10-28,0.54,0.88,0.49,62
908,4,27,2021-08-25,0.49,0.83,0.41,50
909,10,74,2022-06-11,0.34,0.3,0.35,94
910,4,25,2024-05-16,0.78,0.7,0.34,6
911,2,12,2023-05-07,0.55,0.27,0.93,7
912,6,45,2020-03-09,0.66,0.77,0.91,16
913,4,32,2023-09-29,0.5,0.49,0.66,45
914,8,63,2024-11-06,0.25,0.72,0.4,60
915,5,38,2025-08-10,0.42,0.11,0.91,14
916,10,77,2023-06-16,0.44,0.82,0.34,123
917,2,14,2024-10-21,0.54,0.45,0.6,15
918,2,10,2025-07-16,0.48,0.48,0.49,0
919,9,65,2024-04-03,0.21,0.55,0.58,52
920,1,3,2024-07-13,0.44,0.67,0.44,33
921,4,25,2021-08-02,0.44,0.42,0.33,20
922,10,75,2023-12-07,0.46,0.51,0.74,41
923,3,24,2021-07-30,0.32,0.24,0.86,158
924,7,56,2025-01-16,0.97,0.7,0.32,79
925,4,25,2022-07-27,0.32,0.26,0.81,36
926,1,7,2022-04-20,0.5,0.78,0.76,1
927,9,68,2021-10-15,0.3,0.3,0.6,27
928,10,77,2025-07-11,0.7,0.94,0.7,31
929,2,16,2021-12-31,0.89,0.67,0.54,19
930,3,24,2023-11-04,0.7,0.77,0.43,13
931,3,20,2024-10-05,0.22,0.45,0.46,12
932,4,27,2021-07-18,0.92,0.68,0.46,10
933,2,16,2023-06-21,0.29,0.76,0.36,36
934,4,27,2023-09-08,0.46,0.83,0.31,6
935,2,14,2025-08-02,0.77,0.76,0.93,35
936,5,33,2024-12-06,0.21,0.2,0.94,8
937,1,3,2020-02-11,0.86,0.74,0.59,22
938,10,80,2024-10-22,0.75,0.18,0.69,19
939,2,10,2021-10-04,0.23,0.76,0.53,3
940,2,11,2023-01-21,0.51,0.39,0.41,14
941,7,49,2024-07-22,0.5,0.23,0.59,11
942,3,18,2025-08-03,0.86,0.28,0.83,30
943,9,72,2024-06-28,0.63,0.81,0.34,12
944,6,47,2023-04-11,0.24,0.73,0.83,33
945,1,6,2021-02-26,0.72,0.51,0.78,16
946,1,6,2022-01-13,0.21,0.35,0.79,10
947,2,15,2022-09-02,0.65,0.16,0.32,13
948,2,14,2020-11-19,0.31,0.81,0.48,30
949,7,49,2025-02-22,0.96,0.39,0.6,75
950,6,47,2024-03-15,0.32,0.28,0.61,29
951,6,41,2020-04-03,0.7,0.59,0.89,57
952,7,55,2020-04-23,0.58,0.81,0.68,1
953,10,78,2022-04-14,0.91,0.95,0.46,65
954,8,62,2020-07-16,0.36,0.11,0.93,110
955,6,48,2024-06-04,0.28,0.18,0.77,22
956,9,71,2024-05-27,0.51,0.26,0.86,11
957,6,47,2021-04-27,0.61,0.61,0.63,55
958,1,4,2023-12-30,0.22,0.12,0.7,23
959,3,23,2023-12-10,0.26,0.44,0.94,26
960,2,13,2024-05-15,0.99,0.37,0.71,2
961,5,40,2022-11-01,0.98,0.81,0.75,37
962,7,53,2024-04-30,0.51,0.42,0.66,1
963,3,24,2024-04-27,0.95,0.64,0.86,8
964,1,3,2020-12-30,0.24,0.35,0.37,43
965,10,76,2025-01-02,0.34,0.19,0.4,16
966,2,14,2022-09-16,0.61,0.26,0.83,22
967,1,4,2021-08-29,0.33,0.76,0.68,65
968,7,50,2025-03-24,0.79,0.26,0.84,32
969,7,51,2023-10-25,0.93,0.45,0.89,32
970,3,18,2022-10-21,0.57,0.63,0.53,21
971,2,13,2023-11-24,0.44,0.44,0.34,46
972,5,36,2024-08-29,0.99,0.7,0.47,66
973,2,11,2025-05-09,0.2,0.32,0.68,43
974,8,63,2024-04-06,0.37,0.75,0.37,64
975,1,4,2024-10-16,0.29,0.29,0.5,76
976,5,35,2021-11-14,0.9,0.14,0.42,28
977,8,63,2020-12-07,0.4,0.71,0.79,13
978,10,76,2021-11-19,0.43,0.83,0.77,6
979,10,78,2023-08-16,0.59,0.85,0.82,107
980,5,36,2021-05-22,0.27,0.82,0.54,24
981,2,13,2020-08-04,0.47,0.31,0.67,19
982,5,33,2021-02-11,0.42,0.74,0.3,109
983,6,42,2020-10-28,0.97,0.74,0.81,6
984,9,68,2023-02-10,0.86,0.41,0.89,28
985,5,34,2025-05-24,0.88,0.84,0.69,84
986,1,2,2020-08-25,0.68,0.51,0.91,0
987,1,8,2024-02-07,0.91,0.87,0.32,9
988,7,53,2022-01-07,0.56,0.28,0.57,5
989,9,70,2023-07-19,0.81,0.77,0.76,44
990,3,17,2021-07-13,0.9,0.83,0.84,51
991,10,77,2024-04-29,0.82,0.77,0.71,40
992,10,76,2024-02-22,0.8,0.63,0.91,12
993,5,37,2024-10-08,0.64,0.69,0.62,17
994,5,34,2025-08-03,0.63,0.15,0.57,72
995,3,21,2022-04-05,0.75,0.93,0.6,0
996,10,74,2020-07-12,0.5,0.78,0.39,12
997,10,74,2020-11-30,0.52,0.46,0.32,17
998,7,55,2024-02-06,0.55,0.23,0.43,92
999,5,39,2020-12-28,0.8,0.54,0.45,8
1000,10,80,2022-01-15,0.31,0.28,0.46,64
1001,9,66,2025-10-09,0.41,0.5,0.83,15
1002,9,71,2021-12-26,0.76,0.29,0.77,11
1003,6,42,2020-08-26,0.3,0.15,0.83,0
1004,10,78,2022-06-23,0.27,0.55,0.85,22
1005,6,43,2022-04-08,0.98,0.13,0.9,17
1006,4,28,2025-05-11,0.74,0.54,0.46,39
1007,1,1,2021-07-12,0.28,0.14,0.32,51
1008,9,65,2025-07-19,0.35,0.15,0.52,50
1009,6,47,2024-11-14,0.91,0.16,0.71,16
1010,6,46,2023-08-04,0.55,0.9,0.95,7
1011,5,33,2025-04-05,0.93,0.54,0.81,12
1012,9,72,2021-11-26,0.4,0.52,0.52,10
1013,6,45,2021-01-21,0.53,0.1,0.77,6
1014,1,6,2023-03-06,0.32,0.23,0.72,5
1015,4,26,2023-12-20,0.92,0.92,0.73,81
1016,10,74,2024-12-29,0.68,0.51,0.65,37
1017,10,73,2022-09-29,0.55,0.77,0.64,27
1018,9,70,2023-08-05,0.66,0.24,0.32,45
1019,7,56,2021-01-27,0.41,0.56,0.33,13
1020,3,22,2020-05-20,0.82,0.62,0.81,22
1021,3,21,2022-11-03,0.65,0.34,0.67,43
1022,3,18,2022-03-13,0.31,0.83,0.44,22
1023,3,17,2023-11-27,0.57,0.73,0.92,2
1024,7,54,2021-05-22,0.78,0.93,0.77,3
1025,8,60,2021-07-21,0.82,0.94,0.82,13
1026,1,5,2025-02-28,0.51,0.39,0.92,31
1027,2,9,2022-04-13,0.7,0.43,0.41,6
